Filename;Line Number;Function Name;Call Count;Cumulative Time;Internal Time
ops.py;283;_get_output_shape;10;2,74E+11;2,47E+11
datetimelike.py;330;__array__;6;2,74E+11;7.23e-06
blocks.py;1939;is_extension;13;2,74E+11;1,57E+11
parse.py;374;urlparse;1;2,67E+11;2,27E+11
inference.py;394;is_dataclass;2;2,61E+11;1,83E-01
base.py;543;empty;4;2,55E+11;4,72E+09
common.py;268;index_labels_to_array;1;2,54E+11;1,96E-03
api.py;316;<genexpr>;2;2,49E+11;1,53E-03
typing.py;1297;__instancecheck__;3;2,39E+11;6.79e-06
multiarray.py;1079;copyto;94;2,36E+11;2,36E+11
managers.py;918;_make_na_block;3;2,27E+11;6,19E-03
locale.py;593;getlocale;2;2,26E+11;5,32E-03
concat.py;660;<genexpr>;6;2,23E+11;5,32E-03
common.py;529;infer_compression;1;2,23E+11;1,09E-01
inference.py;430;is_inferred_bool_dtype;6;2,18E+11;1,75E-02
base.py;830;_rename;4;2,09E+11;3,92E+09
ops.py;742;__init__;11;1,94E+11;1,71E-01
_asarray.py;112;<setcomp>;6;1,88E+11;1,65E-01
grouper.py;804;<genexpr>;22;1,88E+11;1,53E-01
shape_base.py;218;_vhstack_dispatcher;8;1,85E+11;9,74E-03
concat.py;670;_is_uniform_reindex;6;1,81E+11;7.59e-06
base.py;574;_ensure_array;35;1,80E+11;1,80E+11
generic.py;4114;_set_is_copy;7;1,78E+11;9,92E+09
~;0;<method 'transpose' of 'numpy.ndarray' objects>;20;1,75E+11;1,75E+11
c_parser_wrapper.py;197;_set_noconvert_columns;1;1,74E+11;5,57E-03
groupby.py;981;__getattr__;11;1,73E+11;1,73E+11
grouper.py;840;is_in_axis;11;1,71E+11;7,91E+09
api.py;108;_get_distinct_objs;3;1,71E+11;1,23E-01
ops.py;762;groupings;69;1,67E+11;1,67E+11
enum.py;1243;value;47;1,61E+11;1,61E+11
<frozen codecs>;331;getstate;31;1,57E+11;1,57E+11
blocks.py;165;_can_hold_na;11;1,52E+11;1,11E+11
generic.py;1485;blk_func;1;1,49E+11;3,86E-03
~;0;<built-in method pandas._libs.lib.is_datetime_array>;3;1,49E+11;1,49E+11
frozen.py;70;__getitem__;4;1,45E+11;1,30E-01
~;0;<pandas._libs.internals.get_blkno_placements>;17;1,44E+11;1,44E+11
~;0;<built-in method _from_value_and_reso>;2;1,43E+11;1,43E+11
~;0;<method 'item' of 'numpy.ndarray' objects>;40;1,42E+11;1,42E+11
nanops.py;162;_bn_ok_dtype;2;1,41E+11;3,50E-03
generic.py;2060;<genexpr>;6;1,40E+11;4.86e-06
base.py;413;_engine_type;28;1,39E+11;1,39E+11
base.py;7437;get_unanimous_names;1;1,33E+11;5,49E-03
grouper.py;805;<genexpr>;22;1,30E+11;1,06E-01
fromnumeric.py;1892;nonzero;1;1,28E+11;1,99E-03
concat.py;117;<genexpr>;24;1,23E+11;9,27E+09
common.py;494;get_compression_method;1;1,17E+11;1,00E-03
~;0;<built-in method builtins.any>;524591;115.575.625.117;11.445.073.630.600.000
concat.py;92;is_nonempty;16;1,14E+11;1,14E+11
~;0;<built-in method time.time>;6;1,11E+11;1,11E+11
shape_base.py;23;atleast_1d;3;1,06E+11;8,14E-03
<__array_function__ internals>;177;atleast_2d;8;9,76E+10;1,14E+11
managers.py;1061;from_blocks;18;9,72E+10;7,92E-01
series.py;5287;fillna;1;9,53E+10;2,04E-03
timedeltas.py;1008;_validate_td64_dtype;9;9,44E+10;3,13E-01
fromnumeric.py;1038;argsort;8;9,43E+10;2,14E-01
warnings.py;440;__init__;86;9,14E+10;9,14E+10
base.py;6193;_index_as_unique;13;8,92E+10;8,29E-03
roperator.py;53;rand_;1;8,76E+10;1,44E+10
range.py;173;_simple_new;24;8,69E+10;5,70E+11
concat.py;108;<setcomp>;8;8,67E+10;8,63E-01
base.py;2783;_is_multi;36;8,65E+10;1,88E+11
managers.py;645;<listcomp>;4;8,45E+10;7,16E-03
_mixins.py;221;<setcomp>;2;8,18E+10;1,46E+11
managers.py;642;copy_func;8;7,73E+10;1,30E-01
_strptime.py;565;_strptime_datetime;1;7,54E+10;4,96E+09
~;0;<method 'close' of 'pandas._libs.parsers.TextReader' objects>;1;7,53E+10;7,53E+10
_methods.py;164;_mean;1;7,43E+10;9,77E+09
_asarray.py;31;require;6;7,43E+10;3,38E-02
~;0;<method 'update' of 'dict' objects>;12;7,28E+10;7,28E+10
~;0;<built-in method numpy.datetime_data>;10;7,22E+10;7,22E+10
nanops.py;1412;_get_counts;2;7,13E+10;5,62E-03
_strptime.py;309;_strptime;1;7,05E+10;4,91E+11
~;0;<method 'add' of 'set' objects>;23;6,97E+10;6,97E+10
common.py;57;new_method;196406;68.802.314.648;11.224.286.220.000.000
ops.py;403;_ea_to_cython_values;1;6,62E+10;1,81E+10
base.py;1023;view;8;6,43E+10;1,65E-01
nanops.py;496;nanany;1;6,29E+10;4,33E-03
<__array_function__ internals>;177;bincount;20;6,25E+10;2,60E-02
readers.py;547;_validate_names;1;6,24E+10;4,32E-03
managers.py;2073;array_values;5;6,22E+10;5.4e-06
base.py;6087;_raise_if_missing;2;6,20E+10;1,51E+11
concat.py;385;_is_valid_na_for;12;5,98E+10;5,98E+10
base_parser.py;1312;_validate_parse_dates_arg;1;5,79E+10;4,82E-03
readers.py;1954;_refine_defaults_read;1;5,77E+10;5,77E+10
datetimes.py;94;tz_to_dtype;3;5,75E+10;5,75E+10
pathlib.py;868;__new__;1;5,64E+10;3,71E-03
apply.py;1089;__init__;1;5,36E+10;3,02E-03
~;0;<built-in method _operator.inv>;1;5,27E+10;5,27E+10
arraylike.py;48;__lt__;130914;48.500.629.601;0.672868005
generic.py;5876;<genexpr>;6;4,82E+10;4,00E+09
multiarray.py;891;bincount;20;4,49E+10;4,49E+10
_methods.py;103;_clip_dep_is_byte_swapped;4;4,27E+10;3,45E+10
dtype.py;216;construct_from_string;2;3,80E+10;3,13E+10
~;0;<built-in method _locale.setlocale>;2;3,80E+10;3,80E+10
indexing.py;662;__call__;1;3,69E+10;3,05E-03
~;0;<pandas._libs.lib.dtypes_all_equal>;7;3,66E+10;3,66E+10
common.py;268;is_fsspec_url;1;3,60E+10;1,92E-03
base_parser.py;1308;<genexpr>;4;3,57E+10;3,09E+10
concat.py;685;<genexpr>;3;3,55E+10;1,08E-03
~;0;<pandas._libs.lib.array_equivalent_object>;2;3,51E+10;3,51E+10
common.py;183;validate_header_arg;1;3,46E+10;2,85E+10
~;0;<method 'startswith' of 'str' objects>;9;3,46E+10;3,46E+10
~;0;<method 'endswith' of 'str' objects>;11;3,43E+10;3,43E+10
blocks.py;452;_maybe_downcast;1;3,29E+10;3,01E-03
indexing.py;1799;_setitem_with_indexer_split_path;65456;32.217.966.062;1.025.929.904
ops.py;899;levels;1;3,01E+10;1,84E+10
ops.py;1297;__init__;1;2,98E+10;2,74E+10
api.py;280;<listcomp>;2;2,97E+10;2,03E+10
~;0;<pandas._libs.lib.fast_unique_multiple_list>;1;2,85E+10;2,85E+10
~;0;<built-in method pandas._libs.tslibs.offsets.to_offset>;5;2,55E+10;2,55E+10
~;0;<built-in method _operator.lt>;130914;25.304.059.187;35.300.682.340.000.000
base.py;148;is_consolidated;12;2,46E+10;2,46E+10
pathlib.py;546;__fspath__;1;2,39E+10;1.52e-06
~;0;<built-in method _abc._abc_subclasscheck>;2;2,39E+10;2,39E+10
~;0;<method 'upper' of 'str' objects>;6;2,38E+10;2,38E+10
common.py;1102;_maybe_memory_map;1;2,36E+10;1,77E-03
generic.py;12094;__iadd__;65456;23.235.450.397;0.265089251
datetimelike.py;1048;_cmp_method;130913;23.191.302.726;2.809.675.834
series.py;3194;_construct_result;196406;22.806.668.286;0.842356234
generic.py;11147;<genexpr>;6;2,14E+10;2,14E+10
_validators.py;128;_check_for_invalid_keys;1;2,03E+10;2,03E+10
base_parser.py;1148;_process_date_conversion;1;2,01E+10;1,84E-03
function_base.py;761;_select_dispatcher;7;1,96E+10;1,96E+10
generic.py;10058;shift;130920;19.129.614.816;0.5948349150000001
arraylike.py;100;__add__;65457;18.414.233.494;0.07961074800000001
series.py;6257;_arith_method;65462;18.336.020.591;0.144670352
base.py;7452;<genexpr>;2;1,83E+10;1.41e-06
managers.py;301;apply;196402;18.199.638.349;1.184.967.354
base.py;7336;ensure_has_len;2;1,74E+10;1,38E+10
indexing.py;1059;__getitem__;66323;17.099.623.808;0.5149766920000001
~;0;<built-in method builtins.isinstance>;31874699;16.519.088.874;7.948.665.650.000.000
range.py;189;_constructor;4;1,65E+10;1,65E+10
shape_base.py;77;_atleast_2d_dispatcher;8;1,63E+10;1,63E+10
concat.py;663;<genexpr>;6;1,63E+10;1,63E+10
indexing.py;1244;_getitem_tuple;65456;15.638.246.793;0.27712794900000004
groupby.py;745;_selected_obj;1;1,54E+10;1,54E+10
<string>;1;<lambda>;1;1,52E+10;8.6e-07
indexing.py;931;_getitem_lowerdim;65456;15.131.452.702;0.6270774560000001
c_parser_wrapper.py;209;<listcomp>;1;1,50E+10;1,50E+10
base_parser.py;834;_check_data_length;1;1,45E+10;1,16E+10
pathlib.py;622;name;1;1,45E+10;1,27E+10
managers.py;424;shift;130920;14.379.384.758;0.345341981
base.py;7451;<listcomp>;1;1,43E+10;1,43E+10
function.py;335;validate_window_func;1;1,40E+10;1,29E-03
common.py;887;is_datetime64_any_dtype;1;1,39E+10;1,10E-03
indexing.py;1276;_getitem_axis;130914;13.207.150.859;0.513804661
indexing.py;1957;_setitem_single_column;65456;13.003.480.527;0.569214634
datetimes.py;2366;validate_tz_from_dtype;6;1,30E+10;1,30E+10
concat.py;217;<listcomp>;2;1,22E+10;1,22E+10
indexing.py;2202;_align_series;65456;12.128.903.577;0.9346134170000001
blocks.py;1975;shift;130913;12.113.689.977;0.27590071800000004
~;0;<method 'pop' of 'set' objects>;6;1,21E+10;1,21E+10
construction.py;946;<genexpr>;2;1,17E+10;1,07E-03
_mixins.py;251;shift;130913;11.201.376.566;0.36713516900000004
utils.py;355;unpack_1tuple;1;1,11E+10;8,69E+08
readers.py;1879;_clean_na_values;1;1,01E+10;1,01E+10
managers.py;1368;column_setitem;65456;10.103.245.202;0.414604491
concat.py;647;<genexpr>;24;9,97E+09;9,97E+09
dtypes.py;1333;__init__;5;9,92E+09;9,07E-03
pathlib.py;239;splitroot;12;9,78E+09;9,06E-03
<frozen posixpath>;229;expanduser;3;9,63E+09;6,72E-03
grouper.py;857;is_in_obj;11;9,36E+09;6,28E-03
managers.py;262;_clear_reference_block;13;9,36E+09;9,36E+09
c_parser_wrapper.py;363;<listcomp>;5;9,26E+09;7,35E+10
grouper.py;927;_is_label_like;11;9,23E+09;7,45E-03
~;0;<method 'add' of 'pandas._libs.internals.BlockPlacement' objects>;9;9,11E+09;9,11E+09
transforms.py;10;shift;130920;8.843.226.305;1.174.942.328
generic.py;45;_instancecheck;8396720;8.801.689.422;3.985.569.807
api.py;256;_find_common_index_dtype;1;8,65E+09;1,87E-03
ops.py;905;<listcomp>;11;8,35E+09;8,35E+09
base_parser.py;612;_set_noconvert_dtype_columns;1;8,00E+09;6,42E+10
concat.py;673;<genexpr>;12;7,99E+09;4.79e-06
frame.py;3758;__getitem__;328225;7.751.358.541;159.954.054
array_ops.py;185;arithmetic_op;65462;7.655.197.645;0.080597556
concat.py;366;needs_filling;6;7,46E+09;6,04E-03
datetimelike.py;398;__setitem__;196368;7.197.535.277;0.451737969
ops.py;1281;_is_indexed_like;1;7,06E+09;6,55E-03
numpy_.py;125;__array__;5;6,89E+09;4,91E-03
function_base.py;818;<listcomp>;1;6,52E+09;2,00E+10
datetimelike.py;1243;_add_timedeltalike_scalar;65458;6.460.151.906;0.6836162440000001
indexing.py;672;_get_setitem_indexer;65456;6.233.597.266;0.46050715700000006
common.py;929;is_datetime64_ns_dtype;2;6,14E+09;4,53E-03
blocks.py;301;getitem_block_columns;2;6,02E+09;3,83E+09
~;0;<method 'copy' of 'dict' objects>;24;6,01E+09;6,01E+09
grouper.py;639;result_index;11;5,96E+09;5,96E+09
indexing.py;2522;check_bool_indexer;130921;5.943.498.162;0.356578663
dtype.py;125;construct_from_string;2;5,90E+09;4,65E-03
_mixins.py;264;__setitem__;196368;5.790.407.825;1.486.271.044
series.py;936;_take_with_is_copy;65456;5.491.164.838;0.07526764600000001
datetimelike.py;793;_unbox;458195;5.449.877.988;0.5242887430000001
series.py;916;take;65456;5.415.897.192;0.515490352
datetimes.py;681;_assert_tzawareness_compat;458196;5.306.494.613;0.7921208550000001
concat.py;116;<setcomp>;8;5,14E+09;4,74E+10
datetimelike.py;882;_isnan;327292;4.985.178.085;45.496.530.790.000.000
indexing.py;896;<listcomp>;65456;4.939.662.598;0.147021396
series.py;6233;_cmp_method;130931;4.837.074.784;11.923.363.120.000.000
indexing.py;1333;_convert_to_indexer;130912;4.792.641.202;0.46307074400000003
base.py;2017;nlevels;2;4,72E+09;4,72E+09
managers.py;1934;from_array;261904;4.562.160.857;0.562471437
utils.py;430;check_array_indexer;329011;4.432.147.907;13.745.419.970.000.000
series.py;661;name;983854;4.417.208.547;14.299.771.350.000.000
base.py;286;is_dtype;852763;4.297.344.937;0.8463098010000001
readers.py;1516;_check_file_or_buffer;1;4,29E+09;1.25e-06
~;0;<method 'reduce' of 'numpy.ufunc' objects>;460026;4.290.430.489;4.290.430.489
frame.py;4274;_get_item_cache;328218;4.255.569.805;0.43558147100000005
missing.py;191;_isna;328267;4.176.231.562;0.555099197
managers.py;379;setitem;65456;4.147.783.221;0.16294603100000002
~;0;<method 'lstrip' of 'str' objects>;1;3,95E+09;3,95E+09
managers.py;1183;iset;65469;3.917.813.305;0.5059765660000001
~;0;<built-in method builtins.all>;1311274;3.887.141.181;0.9743099730000001
~;0;<method '__exit__' of '_thread.lock' objects>;1;3,79E+09;3,79E+09
<__array_function__ internals>;177;putmask;196374;3.754.169.645;0.290778535
contextlib.py;757;__exit__;1;3,43E+09;3,43E+09
stride_tricks.py;476;_broadcast_arrays_dispatcher;2;3,36E+09;3,36E+09
blocks.py;827;iget;197283;3.304.832.429;0.171215279
managers.py;1129;iget;131827;3.236.384.124;0.8030376290000001
datetimelike.py;347;__getitem__;198101;3.180.823.719;0.663566925
blocks.py;2172;new_block;261930;3.138.693.003;0.963781246
blocks.py;1380;setitem;65456;3.121.220.886;0.22726185000000002
fromnumeric.py;3340;_mean_dispatcher;1;3,09E+09;3,09E+09
missing.py;268;_isna_array;131793;2.892.444.053;0.23365997500000002
multiarray.py;345;where;1;2,88E+09;2,88E+09
common.py;352;is_datetime64tz_dtype;458212;2.841.529.016;0.48387678500000003
config.py;134;_get_option;261934;2.775.540.495;0.43910710700000005
base_parser.py;221;<listcomp>;1;2,76E+09;2,76E+09
base.py;5304;__getitem__;199060;2.720.308.787;16.674.629.740.000.000
dtypes.py;977;is_dtype;394475;2.632.575.546;0.5643247060000001
_ufunc_config.py;33;seterr;396242;2.519.814.756;1.073.964.716
managers.py;1339;_iset_single;65459;2.506.685.592;0.21649594200000002
datetimelike.py;570;_validate_comparison_value;130913;2.395.771.823;0.443845339
copy.py;107;_copy_immutable;1;2,31E+09;2,31E+09
_methods.py;47;_sum;66322;2.279.545.332;0.052483217000000006
~;0;<method 'any' of 'numpy.ndarray' objects>;328193;2.205.328.711;0.301865785
generic.py;259;__init__;526455;2.033.625.824;1.600.046.188
parse.py;108;_noop;1;1,93E+09;1,93E+09
common.py;1278;is_bool_dtype;394549;1.892.145.664;0.756871755
datetimelike.py;606;_validate_shift_value;130913;1.886.447.302;0.256300468
datetimelike.py;368;_get_getitem_freq;198097;1.878.002.656;0.244462328
~;0;<method 'end' of 're.Match' objects>;1;1,86E+09;1,86E+09
config.py;116;_get_single_key;261936;1.696.114.294;0.6273802620000001
series.py;596;dtype;1112887;1.608.390.071;0.5248150770000001
frame.py;3737;_get_column_array;65456;1.497.686.939;0.058384074
generic.py;1390;_indexed_same;196371;1.434.397.455;0.219090621
<__array_function__ internals>;177;broadcast_to;65459;1.328.402.987;0.09888500500000001
indexing.py;705;_maybe_mask_setitem_value;65456;1.190.438.018;0.207698651
generic.py;564;_get_axis;917309;1.159.793.708;0.860513842
stride_tricks.py;367;broadcast_to;65459;1.140.093.822;0.081680004
managers.py;1891;__init__;590993;1.122.418.605;0.91399828
datetimes.py;520;tz;1112766;1.089.785.838;0.735716938
base.py;1168;take;65468;1.086.190.577;0.39210359100000003
common.py;77;get_op_result_name;196410;1.085.060.901;0.22231973200000002
managers.py;2069;internal_values;1049085;1.077.255.321;0.965631271
inference.py;325;is_hashable;1639567;1.076.053.868;0.79560312
<__array_function__ internals>;177;array_equal;65457;1.070.800.156;0.09318973700000001
stride_tricks.py;340;_broadcast_to;65459;1.058.413.818;0.7518603530000001
~;0;<built-in method builtins.hasattr>;1705130;1.034.319.001;0.580206596
managers.py;228;set_axis;261941;1.023.652.752;0.22793164200000002
datetimes.py;2314;_validate_dt64_dtype;3;8,55E+08;8,55E+08
ops.py;901;<listcomp>;1;8,44E+08;8,44E+08
generic.py;1835;<listcomp>;1;8,37E+08;8,37E+08
contextlib.py;751;__init__;1;8,34E+08;8,34E+08
concat.py;701;_maybe_check_integrity;2;7,68E+08;7,68E+08
~;0;<function FrozenList.__getitem__ at 0x112666ac0>;4;6,62E+08;6,62E+08
fromnumeric.py;2107;_clip_dispatcher;2;6,07E+08;6,07E+08
indexing.py;892;_convert_tuple;65456;513.944.286;0.149428166
~;0;<method 'reverse' of 'list' objects>;2;4,80E+08;4,80E+08
common.py;1725;validate_all_hashable;983869;298.728.249;0.8687444070000001
range.py;956;__getitem__;65460;256.307.505;0.171384852
datetimelike.py;879;isna;130915;253.146.389;0.10516678400000001
series.py;565;_set_axis;261938;199.448.927;0.523015561
common.py;1591;_is_dtype_type;658495;186.749.643;0.8496799500000001
series.py;708;_values;1049085;164.493.671;0.567681389
series.py;611;name;1769505;161.401.305;1.107.934.025
_ufunc_config.py;435;__exit__;198121;151.216.923;0.35768253
managers.py;1040;_verify_integrity;3;9,92E-01;3,12E+11
cast.py;1931;np_can_hold_element;29;9,87E-01;7,36E+10
managers.py;1435;<genexpr>;222;9,86E-01;8,17E-01
generic.py;9530;_align_series;2;9,43E-01;1,44E+11
~;0;<pandas._libs.algos.groupsort_indexer>;1;9,40E-01;9,40E-01
cast.py;259;maybe_downcast_to_dtype;10;9,24E-01;4,77E-01
generic.py;190;_get_data_to_aggregate;10;9,18E-01;3,85E-01
_mixins.py;380;_where;1;8,88E-01;4,18E+09
fromnumeric.py;3345;mean;1;8,21E-01;7,77E+09
base.py;3241;union;2;8,13E-01;1,48E+11
~;0;<built-in method strptime>;1;7,86E-01;3,19E+10
~;0;<built-in method builtins.next>;56;7,79E-01;2,79E-01
generic.py;1483;__neg__;1;7,77E-01;4,68E-03
~;0;<pandas._libs.algos.ensure_float64>;2;7,75E-01;7,75E-01
datetimes.py;286;_from_sequence;1;7,69E-01;1,60E+10
grouper.py;931;_convert_grouper;11;7,63E-01;2,56E+11
generic.py;640;_info_axis;80;7,62E-01;4,72E+11
datetimes.py;134;should_cache;1;7,61E-01;5,64E+11
base.py;1823;_set_names;11;7,60E-01;3,51E-01
common.py;463;is_interval_dtype;8;7,55E-01;1,35E+11
generic.py;1418;_gotitem;10;7,51E-01;3,01E+11
common.py;319;is_datetime64_dtype;44;7,24E-01;4,20E-01
frame.py;4234;_ensure_valid_index;33;7,19E-01;2,77E+11
~;0;<pandas._libs.tslibs.parsing.format_is_iso>;1;6,95E-01;6,95E-01
<__array_function__ internals>;177;broadcast_arrays;2;6,67E-01;2,61E+10
cast.py;508;ensure_dtype_can_hold_na;45;6,67E-01;5,84E+11
ops.py;302;_get_out_dtype;10;6,66E-01;2,75E-01
series.py;743;array;5;6,64E-01;4,24E-03
_dtype.py;34;__str__;4;6,63E-01;1,17E-01
series.py;947;_ixs;3;6,17E-01;4,03E+10
concat.py;375;dtype;6;6,11E-01;5,32E-01
c_parser_wrapper.py;367;<setcomp>;5;6,04E-01;5,98E+09
stride_tricks.py;480;broadcast_arrays;2;6,00E-01;7,96E-03
managers.py;2372;<listcomp>;8;5,97E-01;5,02E-01
<__array_function__ internals>;177;where;1;5,84E-01;2,18E-03
blocks.py;1908;array_values;5;5,68E-01;1,02E-01
~;0;<method 'format' of 'str' objects>;81;5,59E-01;5,59E-01
base.py;1752;_validate_names;4;5,44E-01;3,01E+11
pathlib.py;504;_from_parts;1;5,27E-01;6,29E+10
timedeltas.py;179;_simple_new;8;5,05E-01;3,38E-02
generic.py;1699;_is_label_reference;1;4,92E-01;6,32E+10
managers.py;2237;_grouping_func;18;4,81E-01;1,97E+11
ops.py;314;_get_result_dtype;10;4,78E-01;1,31E+11
base.py;168;__setattr__;49;4,77E-01;3,88E+11
common.py;1048;is_numeric_v_string_like;18;4,67E-01;3,99E+11
numpy_.py;69;__init__;5;4,66E-01;2,36E+11
algorithms.py;905;_re_wrap_factorize;11;4,59E-01;9,33E+09
datetimes.py;483;_box_func;2;4,49E-01;1,56E-01
readers.py;1815;__exit__;1;4,30E-01;2,24E-03
<__array_function__ internals>;177;prod;1;4,26E-01;2,74E-03
base_parser.py;88;__init__;1;4,16E-01;2,41E+11
concat.py;678;_trim_join_unit;4;4,15E-01;2,01E-01
~;0;<built-in method _warnings._filters_mutated>;258;4,10E-01;4,10E-01
base.py;6303;_is_comparable_dtype;7;4,07E-01;8,40E-03
construction.py;627;_extract_index;1;4,07E-01;3,59E-02
generic.py;1726;<genexpr>;2;3,95E-01;3,57E+10
pathlib.py;56;parse_parts;1;3,92E-01;2,59E+11
generic.py;821;_set_axis;3;3,86E-01;8,10E-03
range.py;353;dtype;25;3,70E-01;3,70E-01
<__array_function__ internals>;177;sum;1;3,67E-01;2.56e-06
missing.py;636;maybe_fill;10;3,62E-01;1,43E+11
base.py;5564;<genexpr>;22;3,57E-01;1,44E+11
_methods.py;93;_clip_dep_is_scalar_nan;4;3,56E-01;1,84E+11
stride_tricks.py;538;<listcomp>;2;3,53E-01;3,77E-03
readers.py;1449;_get_options_with_defaults;1;3,53E-01;3,00E-01
common.py;303;maybe_iterable_to_list;5;3,44E-01;9,97E-03
generic.py;11969;rolling;1;3,39E-01;6,55E-03
base.py;2581;is_object;5;3,28E-01;6,93E-03
blocks.py;213;mgr_locs;146;3,25E-01;3,25E-01
base.py;1820;_get_names;22;3,17E-01;2,56E-01
numeric.py;221;_convert_slice_indexer;1;3,15E-01;4,11E+09
accessors.py;53;__init__;3;3,14E-01;1,14E-01
config.py;142;_set_option;2;3,14E-01;1,56E-02
fromnumeric.py;2188;sum;1;3,12E-01;3,39E+10
config.py;441;__enter__;1;3,10E-01;3,63E+10
concat.py;113;<genexpr>;18;3,05E-01;7,82E-03
~;0;<pandas._libs.lib.generate_slices>;1;3,02E-01;3,02E-01
common.py;136;is_url;1;3,00E-01;3,19E+10
generic.py;3748;_maybe_update_cacher;1;2,97E-01;1,84E-03
datetimelike.py;1939;__init__;1;2,96E-01;7,01E-03
_dtype.py;178;_datetime_metadata_str;10;2,91E-01;1,65E+11
threading.py;1185;is_alive;4;2,80E-01;1,31E-01
ops.py;903;names;11;2,79E-01;1,75E-01
numeric.py;150;ones;2;2,79E-01;5,58E+10
base.py;2801;_na_value;9;2,78E-01;1,68E-01
missing.py;910;clean_reindex_fill_method;18;2,73E-01;2,04E+11
iostream.py;437;_is_master_process;18;2,73E-01;2,21E-01
blocks.py;188;is_bool;6;2,72E-01;5,41E-03
rolling.py;121;__init__;1;2,68E-01;7,06E-03
base.py;163;array;10;2,66E-01;9.18e-06
missing.py;750;isna_all;1;2,63E-01;5,25E-03
~;0;<method 'pop' of 'dict' objects>;137;2,54E-01;2,54E-01
common.py;112;close;1;2,46E-01;6,84E-03
common.py;1147;_is_binary_mode;2;2,45E-01;1,11E+11
common.py;224;stringify_path;2;2,38E-01;5,37E+10
managers.py;275;arrays;13;2,36E-01;1,38E+11
missing.py;140;dispatch_fill_zeros;16;2,31E-01;2,31E-01
common.py;192;all_none;5;2,30E-01;9,97E-03
base_parser.py;327;_maybe_dedup_names;1;2,28E-01;1,09E+11
base.py;3737;_convert_can_do_setop;2;2,24E-01;3,13E+10
config.py;447;__exit__;1;2,16E-01;3,45E-03
base.py;4215;_convert_slice_indexer;1;2,14E-01;7.73e-06
generic.py;12909;_align_as_utc;2;2,13E-01;3,28E-03
blocks.py;1163;fillna;1;2,13E-01;6,76E-03
<__array_function__ internals>;177;result_type;4;2,13E-01;6,18E+09
cast.py;919;_maybe_infer_dtype_type;8;2,11E-01;7,55E-03
cast.py;1487;find_result_type;2;2,10E-01;7,72E+09
concat.py;103;<listcomp>;8;2,08E-01;9,45E+09
managers.py;1042;<genexpr>;20;2,05E-01;1,30E+11
base.py;3198;_get_reconciled_name_object;2;2,03E-01;5,39E+09
groupby.py;1321;_resolve_numeric_only;19;2,03E-01;1,75E+11
~;0;<method 'view' of 'numpy.generic' objects>;4;2,01E-01;2,01E-01
blocks.py;279;getitem_block;8;2,01E-01;1,40E+11
generic.py;2002;empty;2;1,97E-01;2,40E-03
<__array_function__ internals>;177;atleast_1d;3;1,96E-01;4,36E+09
rolling.py;1821;_validate;1;1,94E-01;5,27E-03
<__array_function__ internals>;177;nonzero;1;1,93E-01;3,36E-03
base.py;5402;<setcomp>;2;1,92E-01;3,85E-03
c_parser_wrapper.py;416;ensure_dtype_objs;1;1,92E-01;2,47E-03
missing.py;564;_array_equivalent_object;2;1,92E-01;1,09E+11
missing.py;781;<genexpr>;2;1,91E-01;9,34E-03
common.py;1532;_is_dtype;9;1,88E-01;8,61E-03
multiarray.py;152;concatenate;82;1,83E-01;1,83E-01
~;0;<method 'close' of '_io.TextIOWrapper' objects>;1;1,78E-01;1,78E-01
concat.py;559;<genexpr>;18;1,77E-01;1,01E-01
groupby.py;4116;_reindex_output;11;1,74E-01;1,31E-01
common.py;192;is_sparse;3;1,74E-01;1,09E+11
concat.py;650;<genexpr>;6;1,71E-01;5,96E+10
typing.py;1572;__subclasscheck__;3;1,71E-01;7,32E-03
grouper.py;806;<genexpr>;22;1,70E-01;1,45E-01
timedeltas.py;171;_validate_dtype;1;1,70E-01;1,05E+10
concat.py;623;<genexpr>;18;1,67E-01;1,50E-01
base_parser.py;1283;_is_potential_multi_index;2;1,65E-01;9,61E+09
generic.py;547;<dictcomp>;11;1,62E-01;1,25E+11
blocks.py;823;shape;25;1,61E-01;1,61E-01
putmask.py;98;validate_putmask;1;1,60E-01;2,73E-03
cast.py;1589;find_common_type;7;1,58E-01;1,22E+11
_validators.py;449;validate_ascending;1;1,58E-01;3,09E+10
ops.py;204;_get_cython_vals;10;1,56E-01;8,89E-03
~;0;<built-in method numpy.zeros>;10;1,54E-01;1,54E-01
range.py;453;_view;3;1,51E-01;6.72e-06
common.py;164;_expand_user;3;1,48E-01;4,81E+09
indexing.py;1539;_validate_integer;3;1,46E-01;5,03E-03
ops.py;241;_disallow_invalid_ops;10;1,44E-01;6,71E+09
datetimelike.py;2243;maybe_infer_freq;5;1,43E-01;1,09E+11
config.py;442;<listcomp>;1;1,41E-01;1,85E+10
locale.py;479;_parse_localename;2;1,35E-01;3,73E-03
threading.py;1118;_wait_for_tstate_lock;4;1,28E-01;7,89E+09
concat.py;682;<listcomp>;3;1,26E-01;8,96E-03
api.py;104;<listcomp>;3;1,24E-01;4,77E+09
managers.py;2407;_preprocess_slice_or_indexer;4;1,21E-01;9,47E+09
numba_.py;18;maybe_use_numba;20;1,20E-01;1,20E-01
construction.py;980;_validate_or_indexify_columns;2;1,17E-01;5,01E+09
expressions.py;73;_can_use_numexpr;16;1,15E-01;1,15E-01
dtypes.py;754;construct_from_string;2;1,13E-01;7,28E+10
