rdered by: standard name;;;;;
;;;;;
ncalls;tottime;percall;cumtime;percall;filename:lineno(function)
18;0.000;0.000;0.000;0.000;concat.py:539(<genexpr>)
18;0.000;0.000;0.000;0.000;concat.py:559(<genexpr>)
6;0.000;0.000;0.000;0.000;concat.py:582(_dtype_to_na_value)
6;0.000;0.000;0.000;0.000;concat.py:605(_get_empty_dtype)
18;0.000;0.000;0.000;0.000;concat.py:623(<genexpr>)
6;0.000;0.000;0.000;0.000;concat.py:625(<listcomp>)
3;0.000;0.000;0.000;0.000;concat.py:625(_get_result_dim)
8;0.000;0.000;0.000;0.000;concat.py:635(_is_uniform_join_units)
3;0.000;0.000;0.000;0.000;concat.py:638(_get_comb_axis)
24;0.000;0.000;0.000;0.000;concat.py:647(<genexpr>)
3;0.000;0.000;0.000;0.000;concat.py:648(_get_concat_axis)
6;0.000;0.000;0.000;0.000;concat.py:650(<genexpr>)
6;0.000;0.000;0.000;0.000;concat.py:660(<genexpr>)
6;0.000;0.000;0.000;0.000;concat.py:663(<genexpr>)
6;0.000;0.000;0.000;0.000;concat.py:670(_is_uniform_reindex)
12;0.000;0.000;0.000;0.000;concat.py:673(<genexpr>)
4;0.000;0.000;0.000;0.000;concat.py:678(_trim_join_unit)
3;0.000;0.000;0.000;0.000;concat.py:682(<listcomp>)
3;0.000;0.000;0.000;0.000;concat.py:685(<genexpr>)
2;0.000;0.000;0.000;0.000;concat.py:701(_maybe_check_integrity)
20;0.000;0.000;0.000;0.000;concat.py:705(_combine_concat_plans)
2;0.000;0.000;0.000;0.000;concat.py:708(_concat_indexes)
14;0.000;0.000;0.000;0.000;concat.py:731(_next_or_none)
16;0.000;0.000;0.000;0.000;concat.py:92(is_nonempty)
2;0.000;0.000;0.000;0.000;config.py:142(_set_option)
1;0.000;0.000;0.000;0.000;config.py:433(__init__)
1;0.000;0.000;0.000;0.000;config.py:441(__enter__)
1;0.000;0.000;0.000;0.000;config.py:442(<listcomp>)
1;0.000;0.000;0.000;0.000;config.py:447(__exit__)
2;0.000;0.000;0.000;0.000;config.py:627(_get_registered_option)
2;0.000;0.000;0.000;0.000;config.py:849(inner)
4;0.000;0.000;0.000;0.000;construction.py:231(mgr_to_mgr)
1;0.000;0.000;0.000;0.000;construction.py:481(<listcomp>)
1;0.000;0.000;0.000;0.000;construction.py:482(<listcomp>)
2;0.000;0.000;0.000;0.000;construction.py:488(<listcomp>)
2;0.000;0.000;0.000;0.000;construction.py:525(treat_as_nested)
4;0.000;0.000;0.000;0.000;construction.py:588(_homogenize)
1;0.000;0.000;0.000;0.000;construction.py:627(_extract_index)
2;0.000;0.000;0.000;0.000;construction.py:946(<genexpr>)
2;0.000;0.000;0.000;0.000;construction.py:980(_validate_or_indexify_columns)
20;0.000;0.000;0.000;0.000;contextlib.py:104(__init__)
20;0.000;0.000;0.000;0.000;contextlib.py:132(__enter__)
20;0.000;0.000;0.000;0.000;contextlib.py:141(__exit__)
20;0.000;0.000;0.000;0.000;contextlib.py:287(helper)
1;0.000;0.000;0.000;0.000;contextlib.py:751(__init__)
1;0.000;0.000;0.000;0.000;contextlib.py:754(__enter__)
1;0.000;0.000;0.000;0.000;contextlib.py:757(__exit__)
1;0.000;0.000;0.000;0.000;copy.py:107(_copy_immutable)
1;0.000;0.000;0.000;0.000;copy.py:66(copy)
2;0.000;0.000;0.000;0.000;dataclasses.py:1256(is_dataclass)
1;0.000;0.000;0.000;0.000;datetimelike.py:1159(_sub_datetimelike_scalar)
2;0.000;0.000;0.000;0.000;datetimelike.py:1487(__sub__)
1;0.000;0.000;0.000;0.000;datetimelike.py:1939(__init__)
10;0.000;0.000;0.000;0.000;datetimelike.py:2138(ensure_arraylike_for_datetimelike)
9;0.000;0.000;0.000;0.000;datetimelike.py:2206(validate_inferred_freq)
5;0.000;0.000;0.000;0.000;datetimelike.py:2243(maybe_infer_freq)
6;0.000;0.000;0.000;0.000;datetimelike.py:330(__array__)
4;0.000;0.000;0.000;0.000;datetimelike.py:525(view)
14;0.000;0.000;0.000;0.000;datetimelike.py:637(_validate_scalar)
3;0.000;0.000;0.000;0.000;datetimelike.py:889(_hasna)
3;0.000;0.000;0.000;0.000;datetimelike.py:896(_maybe_mask_results)
1;0.000;0.000;0.000;0.000;datetimes.py:134(should_cache)
4;0.000;0.000;0.000;0.000;datetimes.py:2215(maybe_convert_dtype)
3;0.000;0.000;0.000;0.000;datetimes.py:2314(_validate_dt64_dtype)
6;0.000;0.000;0.000;0.000;datetimes.py:2366(validate_tz_from_dtype)
1;0.000;0.000;0.000;0.000;datetimes.py:241(_box_as_indexlike)
1;0.000;0.000;0.000;0.000;datetimes.py:286(_from_sequence)
2;0.000;0.000;0.000;0.000;datetimes.py:290(_from_sequence_not_strict)
1;0.000;0.000;0.000;0.000;datetimes.py:313(__new__)
2;0.000;0.000;0.000;0.000;datetimes.py:483(_box_func)
3;0.000;0.000;0.000;0.000;datetimes.py:94(tz_to_dtype)
2;0.000;0.000;0.000;0.000;dtype.py:125(construct_from_string)
2;0.000;0.000;0.000;0.000;dtype.py:216(construct_from_string)
2;0.000;0.000;0.000;0.000;dtypes.py:1185(construct_from_string)
8;0.000;0.000;0.000;0.000;dtypes.py:1247(is_dtype)
5;0.000;0.000;0.000;0.000;dtypes.py:1333(__init__)
2;0.000;0.000;0.000;0.000;dtypes.py:303(construct_from_string)
2;0.000;0.000;0.000;0.000;dtypes.py:754(construct_from_string)
2;0.000;0.000;0.000;0.000;dtypes.py:913(construct_from_string)
47;0.000;0.000;0.000;0.000;enum.py:1243(value)
47;0.000;0.000;0.000;0.000;enum.py:192(__get__)
16;0.000;0.000;0.000;0.000;expressions.py:73(_can_use_numexpr)
1;0.000;0.000;0.000;0.000;extension.py:70(fget)
33;0.000;0.000;0.000;0.000;frame.py:4234(_ensure_valid_index)
881;0.000;0.000;0.000;0.000;frame.py:600(_constructor)
1;0.000;0.000;0.000;0.000;frame.py:6684(duplicated)
8;0.000;0.000;0.000;0.000;fromnumeric.py:1034(_argsort_dispatcher)
8;0.000;0.000;0.000;0.000;fromnumeric.py:1038(argsort)
40;0.000;0.000;0.000;0.000;fromnumeric.py:1777(_ravel_dispatcher)
40;0.000;0.000;0.000;0.000;fromnumeric.py:1781(ravel)
1;0.000;0.000;0.000;0.000;fromnumeric.py:1888(_nonzero_dispatcher)
1;0.000;0.000;0.000;0.000;fromnumeric.py:1892(nonzero)
2;0.000;0.000;0.000;0.000;fromnumeric.py:2107(_clip_dispatcher)
2;0.000;0.000;0.000;0.000;fromnumeric.py:2111(clip)
1;0.000;0.000;0.000;0.000;fromnumeric.py:2183(_sum_dispatcher)
1;0.000;0.000;0.000;0.000;fromnumeric.py:2188(sum)
6;0.000;0.000;0.000;0.000;fromnumeric.py:2427(_all_dispatcher)
6;0.000;0.000;0.000;0.000;fromnumeric.py:2432(all)
1;0.000;0.000;0.000;0.000;fromnumeric.py:2950(_prod_dispatcher)
1;0.000;0.000;0.000;0.000;fromnumeric.py:2955(prod)
1;0.000;0.000;0.000;0.000;fromnumeric.py:3340(_mean_dispatcher)
1;0.000;0.000;0.000;0.000;fromnumeric.py:3345(mean)
11;0.000;0.000;0.000;0.000;fromnumeric.py:51(_wrapfunc)
8;0.000;0.000;0.000;0.000;fromnumeric.py:69(_wrapreduction)
8;0.000;0.000;0.000;0.000;fromnumeric.py:70(<dictcomp>)
4;0.000;0.000;0.000;0.000;frozen.py:70(__getitem__)
1;0.000;0.000;0.000;0.000;function.py:335(validate_window_func)
1;0.000;0.000;0.000;0.000;function.py:350(validate_rolling_func)
21;0.000;0.000;0.000;0.000;function_base.py:5050(_delete_dispatcher)
20;0.000;0.000;0.000;0.000;function_base.py:5246(_insert_dispatcher)
40;0.000;0.000;0.000;0.000;function_base.py:5440(_append_dispatcher)
40;0.000;0.000;0.000;0.000;function_base.py:5444(append)
7;0.000;0.000;0.000;0.000;function_base.py:761(_select_dispatcher)
1;0.000;0.000;0.000;0.000;function_base.py:818(<listcomp>)
1;0.000;0.000;0.000;0.000;generic.py:1015(_wrap_applied_output)
6;0.000;0.000;0.000;0.000;generic.py:11147(<genexpr>)
1;0.000;0.000;0.000;0.000;generic.py:11166(any)
2;0.000;0.000;0.000;0.000;generic.py:11309(_stat_function)
2;0.000;0.000;0.000;0.000;generic.py:11393(mean)
1;0.000;0.000;0.000;0.000;generic.py:11598(any)
2;0.000;0.000;0.000;0.000;generic.py:11829(mean)
1;0.000;0.000;0.000;0.000;generic.py:11969(rolling)
2;0.000;0.000;0.000;0.000;generic.py:12909(_align_as_utc)
10;0.000;0.000;0.000;0.000;generic.py:1418(_gotitem)
1;0.000;0.000;0.000;0.000;generic.py:1483(__neg__)
1;0.000;0.000;0.000;0.000;generic.py:1485(blk_func)
1;0.000;0.000;0.000;0.000;generic.py:1699(_is_label_reference)
2;0.000;0.000;0.000;0.000;generic.py:1721(<genexpr>)
2;0.000;0.000;0.000;0.000;generic.py:1726(<genexpr>)
12;0.000;0.000;0.000;0.000;generic.py:1754(_check_label_or_level_ambiguity)
12;0.000;0.000;0.000;0.000;generic.py:1775(<genexpr>)
10;0.000;0.000;0.000;0.000;generic.py:179(_wrap_agged_manager)
1;0.000;0.000;0.000;0.000;generic.py:1799(_get_label_or_level_values)
1;0.000;0.000;0.000;0.000;generic.py:1835(<listcomp>)
10;0.000;0.000;0.000;0.000;generic.py:190(_get_data_to_aggregate)
21;0.000;0.000;0.000;0.000;generic.py:1997(__contains__)
2;0.000;0.000;0.000;0.000;generic.py:2002(empty)
6;0.000;0.000;0.000;0.000;generic.py:2060(<genexpr>)
1;0.000;0.000;0.000;0.000;generic.py:3748(_maybe_update_cacher)
7;0.000;0.000;0.000;0.000;generic.py:4114(_set_is_copy)
3;0.000;0.000;0.000;0.000;generic.py:4255(_check_inplace_and_allows_duplicate_labels)
9;0.000;0.000;0.000;0.000;generic.py:445(_validate_dtype)
11;0.000;0.000;0.000;0.000;generic.py:518(_construct_axes_from_arguments)
22;0.000;0.000;0.000;0.000;generic.py:5277(<genexpr>)
1;0.000;0.000;0.000;0.000;generic.py:5332(_reindex_with_indexers)
11;0.000;0.000;0.000;0.000;generic.py:547(<dictcomp>)
2;0.000;0.000;0.000;0.000;generic.py:558(_get_axis_name)
17;0.000;0.000;0.000;0.000;generic.py:570(_get_block_manager_axis)
6;0.000;0.000;0.000;0.000;generic.py:5876(<genexpr>)
9;0.000;0.000;0.000;0.000;generic.py:5881(<genexpr>)
80;0.000;0.000;0.000;0.000;generic.py:640(_info_axis)
1;0.000;0.000;0.000;0.000;generic.py:6674(fillna)
1;0.000;0.000;0.000;0.000;generic.py:687(size)
1;0.000;0.000;0.000;0.000;generic.py:7765(isna)
3;0.000;0.000;0.000;0.000;generic.py:821(_set_axis)
2;0.000;0.000;0.000;0.000;generic.py:9273(align)
2;0.000;0.000;0.000;0.000;generic.py:9530(_align_series)
1;0.000;0.000;0.000;0.000;groupby.py:1065(_set_group_selection)
1;0.000;0.000;0.000;0.000;groupby.py:1092(_reset_group_selection)
2;0.000;0.000;0.000;0.000;groupby.py:1105(_group_selection_context)
19;0.000;0.000;0.000;0.000;groupby.py:1321(_resolve_numeric_only)
11;0.000;0.000;0.000;0.000;groupby.py:4116(_reindex_output)
1;0.000;0.000;0.000;0.000;groupby.py:745(_selected_obj)
11;0.000;0.000;0.000;0.000;groupby.py:981(__getattr__)
11;0.000;0.000;0.000;0.000;grouper.py:467(__init__)
11;0.000;0.000;0.000;0.000;grouper.py:569(name)
11;0.000;0.000;0.000;0.000;grouper.py:587(_ilevel)
11;0.000;0.000;0.000;0.000;grouper.py:639(result_index)
22;0.000;0.000;0.000;0.000;grouper.py:804(<genexpr>)
22;0.000;0.000;0.000;0.000;grouper.py:805(<genexpr>)
22;0.000;0.000;0.000;0.000;grouper.py:806(<genexpr>)
11;0.000;0.000;0.000;0.000;grouper.py:840(is_in_axis)
11;0.000;0.000;0.000;0.000;grouper.py:857(is_in_obj)
11;0.000;0.000;0.000;0.000;grouper.py:927(_is_label_like)
11;0.000;0.000;0.000;0.000;grouper.py:931(_convert_grouper)
1;0.000;0.000;0.000;0.000;indexing.py:1406(_get_listlike_indexer)
3;0.000;0.000;0.000;0.000;indexing.py:1539(_validate_integer)
40;0.000;0.000;0.000;0.000;indexing.py:2488(convert_to_index_sliceable)
862;0.000;0.000;0.000;0.000;indexing.py:2643(need_slice)
1;0.000;0.000;0.000;0.000;indexing.py:662(__call__)
2;0.000;0.000;0.000;0.000;inference.py:102(is_file_like)
1;0.000;0.000;0.000;0.000;inference.py:137(is_re)
2;0.000;0.000;0.000;0.000;inference.py:298(is_named_tuple)
2;0.000;0.000;0.000;0.000;inference.py:394(is_dataclass)
6;0.000;0.000;0.000;0.000;inference.py:430(is_inferred_bool_dtype)
4;0.000;0.000;0.000;0.000;inspect.py:292(isclass)
4;0.000;0.000;0.000;0.000;iostream.py:202(schedule)
18;0.000;0.000;0.000;0.000;iostream.py:437(_is_master_process)
4;0.000;0.000;0.000;0.000;iostream.py:90(_event_pipe)
2;0.000;0.000;0.000;0.000;locale.py:396(normalize)
2;0.000;0.000;0.000;0.000;locale.py:479(_parse_localename)
2;0.000;0.000;0.000;0.000;locale.py:593(getlocale)
3;0.000;0.000;0.000;0.000;managers.py:1040(_verify_integrity)
20;0.000;0.000;0.000;0.000;managers.py:1042(<genexpr>)
18;0.000;0.000;0.000;0.000;managers.py:1061(from_blocks)
10;0.000;0.000;0.000;0.000;managers.py:1240(value_getitem)
222;0.000;0.000;0.000;0.000;managers.py:1435(<genexpr>)
20;0.000;0.000;0.000;0.000;managers.py:1445(_insert_update_mgr_locs)
20;0.000;0.000;0.000;0.000;managers.py:1846(is_consolidated)
17;0.000;0.000;0.000;0.000;managers.py:1854(_consolidate_check)
13;0.000;0.000;0.000;0.000;managers.py:1860(<listcomp>)
865;0.000;0.000;0.000;0.000;managers.py:2054(index)
5;0.000;0.000;0.000;0.000;managers.py:2073(array_values)
18;0.000;0.000;0.000;0.000;managers.py:2237(_grouping_func)
100;0.000;0.000;0.000;0.000;managers.py:2324(<lambda>)
8;0.000;0.000;0.000;0.000;managers.py:2372(<listcomp>)
8;0.000;0.000;0.000;0.000;managers.py:2381(<listcomp>)
20;0.000;0.000;0.000;0.000;managers.py:2398(_fast_count_smallints)
4;0.000;0.000;0.000;0.000;managers.py:2407(_preprocess_slice_or_indexer)
13;0.000;0.000;0.000;0.000;managers.py:262(_clear_reference_block)
13;0.000;0.000;0.000;0.000;managers.py:275(arrays)
13;0.000;0.000;0.000;0.000;managers.py:287(<listcomp>)
1;0.000;0.000;0.000;0.000;managers.py:365(where)
1;0.000;0.000;0.000;0.000;managers.py:431(fillna)
8;0.000;0.000;0.000;0.000;managers.py:642(copy_func)
4;0.000;0.000;0.000;0.000;managers.py:645(<listcomp>)
11;0.000;0.000;0.000;0.000;managers.py:655(<listcomp>)
3;0.000;0.000;0.000;0.000;managers.py:918(_make_na_block)
888;0.000;0.000;0.000;0.000;managers.py:997(__init__)
20;0.000;0.000;0.000;0.000;missing.py:107(clean_fill_method)
16;0.000;0.000;0.000;0.000;missing.py:140(dispatch_fill_zeros)
2;0.000;0.000;0.000;0.000;missing.py:564(_array_equivalent_object)
10;0.000;0.000;0.000;0.000;missing.py:636(maybe_fill)
1;0.000;0.000;0.000;0.000;missing.py:750(isna_all)
2;0.000;0.000;0.000;0.000;missing.py:781(<genexpr>)
18;0.000;0.000;0.000;0.000;missing.py:910(clean_reindex_fill_method)
94;0.000;0.000;0.000;0.000;multiarray.py:1079(copyto)
82;0.000;0.000;0.000;0.000;multiarray.py:152(concatenate)
1;0.000;0.000;0.000;0.000;multiarray.py:345(where)
4;0.000;0.000;0.000;0.000;multiarray.py:668(result_type)
20;0.000;0.000;0.000;0.000;multiarray.py:891(bincount)
2;0.000;0.000;0.000;0.000;nanops.py:119(f)
2;0.000;0.000;0.000;0.000;nanops.py:1412(_get_counts)
860;0.000;0.000;0.000;0.000;nanops.py:1492(check_below_min_count)
2;0.000;0.000;0.000;0.000;nanops.py:1612(_ensure_numeric)
2;0.000;0.000;0.000;0.000;nanops.py:162(_bn_ok_dtype)
869;0.000;0.000;0.000;0.000;nanops.py:195(_get_fill_value)
1;0.000;0.000;0.000;0.000;nanops.py:496(nanany)
2;0.000;0.000;0.000;0.000;nanops.py:656(nanmean)
20;0.000;0.000;0.000;0.000;numba_.py:18(maybe_use_numba)
2;0.000;0.000;0.000;0.000;numeric.py:115(inferred_type)
20;0.000;0.000;0.000;0.000;numeric.py:1407(_moveaxis_dispatcher)
20;0.000;0.000;0.000;0.000;numeric.py:1411(moveaxis)
20;0.000;0.000;0.000;0.000;numeric.py:1473(<listcomp>)
2;0.000;0.000;0.000;0.000;numeric.py:150(ones)
1;0.000;0.000;0.000;0.000;numeric.py:216(_should_fallback_to_positional)
1;0.000;0.000;0.000;0.000;numeric.py:221(_convert_slice_indexer)
1;0.000;0.000;0.000;0.000;numeric.py:418(_engine_type)
148;0.000;0.000;0.000;0.000;numerictypes.py:282(issubclass_)
74;0.000;0.000;0.000;0.000;numerictypes.py:356(issubdtype)
5;0.000;0.000;0.000;0.000;numpy_.py:125(__array__)
5;0.000;0.000;0.000;0.000;numpy_.py:69(__init__)
1;0.000;0.000;0.000;0.000;objects.py:46(__init__)
10;0.000;0.000;0.000;0.000;ops.py:122(__init__)
1;0.000;0.000;0.000;0.000;ops.py:1281(_is_indexed_like)
1;0.000;0.000;0.000;0.000;ops.py:1297(__init__)
1;0.000;0.000;0.000;0.000;ops.py:1311(slabels)
1;0.000;0.000;0.000;0.000;ops.py:1316(_sort_idx)
1;0.000;0.000;0.000;0.000;ops.py:1362(get_splitter)
10;0.000;0.000;0.000;0.000;ops.py:204(_get_cython_vals)
10;0.000;0.000;0.000;0.000;ops.py:241(_disallow_invalid_ops)
10;0.000;0.000;0.000;0.000;ops.py:283(_get_output_shape)
10;0.000;0.000;0.000;0.000;ops.py:302(_get_out_dtype)
10;0.000;0.000;0.000;0.000;ops.py:314(_get_result_dtype)
1;0.000;0.000;0.000;0.000;ops.py:343(_ea_wrap_cython_operation)
1;0.000;0.000;0.000;0.000;ops.py:403(_ea_to_cython_values)
1;0.000;0.000;0.000;0.000;ops.py:425(_reconstruct_ea_result)
11;0.000;0.000;0.000;0.000;ops.py:742(__init__)
69;0.000;0.000;0.000;0.000;ops.py:762(groupings)
1;0.000;0.000;0.000;0.000;ops.py:811(group_keys_seq)
1;0.000;0.000;0.000;0.000;ops.py:899(levels)
1;0.000;0.000;0.000;0.000;ops.py:901(<listcomp>)
11;0.000;0.000;0.000;0.000;ops.py:903(names)
11;0.000;0.000;0.000;0.000;ops.py:905(<listcomp>)
10;0.000;0.000;0.000;0.000;ops.py:979(ngroups)
11;0.000;0.000;0.000;0.000;ops.py:990(result_index)
1;0.000;0.000;0.000;0.000;parse.py:108(_noop)
1;0.000;0.000;0.000;0.000;parse.py:119(_coerce_args)
1;0.000;0.000;0.000;0.000;parse.py:374(urlparse)
12;0.000;0.000;0.000;0.000;pathlib.py:239(splitroot)
1;0.000;0.000;0.000;0.000;pathlib.py:484(_parse_args)
1;0.000;0.000;0.000;0.000;pathlib.py:504(_from_parts)
1;0.000;0.000;0.000;0.000;pathlib.py:536(__str__)
1;0.000;0.000;0.000;0.000;pathlib.py:546(__fspath__)
1;0.000;0.000;0.000;0.000;pathlib.py:56(parse_parts)
1;0.000;0.000;0.000;0.000;pathlib.py:622(name)
1;0.000;0.000;0.000;0.000;pathlib.py:868(__new__)
2;0.000;0.000;0.000;0.000;putmask.py:112(extract_bool_array)
1;0.000;0.000;0.000;0.000;putmask.py:98(validate_putmask)
1;0.000;0.000;0.000;0.000;range.py:118(__new__)
24;0.000;0.000;0.000;0.000;range.py:173(_simple_new)
4;0.000;0.000;0.000;0.000;range.py:189(_constructor)
4;0.000;0.000;0.000;0.000;range.py:195(_data)
4;0.000;0.000;0.000;0.000;range.py:247(start)
4;0.000;0.000;0.000;0.000;range.py:270(stop)
4;0.000;0.000;0.000;0.000;range.py:293(step)
25;0.000;0.000;0.000;0.000;range.py:353(dtype)
1;0.000;0.000;0.000;0.000;range.py:378(inferred_type)
3;0.000;0.000;0.000;0.000;range.py:453(_view)
2;0.000;0.000;0.000;0.000;range.py:458(copy)
1;0.000;0.000;0.000;0.000;readers.py:1444(close)
1;0.000;0.000;0.000;0.000;readers.py:1449(_get_options_with_defaults)
1;0.000;0.000;0.000;0.000;readers.py:1516(_check_file_or_buffer)
1;0.000;0.000;0.000;0.000;readers.py:1527(_clean_options)
1;0.000;0.000;0.000;0.000;readers.py:1812(__enter__)
1;0.000;0.000;0.000;0.000;readers.py:1815(__exit__)
1;0.000;0.000;0.000;0.000;readers.py:1879(_clean_na_values)
1;0.000;0.000;0.000;0.000;readers.py:1954(_refine_defaults_read)
1;0.000;0.000;0.000;0.000;readers.py:2132(_extract_dialect)
1;0.000;0.000;0.000;0.000;readers.py:2230(_validate_skipfooter)
2;0.000;0.000;0.000;0.000;readers.py:517(validate_integer)
1;0.000;0.000;0.000;0.000;readers.py:547(_validate_names)
1;0.000;0.000;0.000;0.000;rolling.py:121(__init__)
1;0.000;0.000;0.000;0.000;rolling.py:1821(_validate)
1;0.000;0.000;0.000;0.000;rolling.py:196(_validate)
1;0.000;0.000;0.000;0.000;rolling.py:239(_check_window_bounds)
1;0.000;0.000;0.000;0.000;rolling.py:254(_slice_axis_for_step)
1;0.000;0.000;0.000;0.000;rolling.py:264(_validate_numeric_only)
1;0.000;0.000;0.000;0.000;rolling.py:298(_create_data)
1;0.000;0.000;0.000;0.000;rolling.py:347(__getattr__)
1;0.000;0.000;0.000;0.000;rolling.py:390(_prep_values)
1;0.000;0.000;0.000;0.000;rolling.py:457(_get_window_indexer)
1;0.000;0.000;0.000;0.000;roperator.py:53(rand_)
11;0.000;0.000;0.000;0.000;series.py:1274(_clear_item_cache)
1;0.000;0.000;0.000;0.000;series.py:2352(duplicated)
4;0.000;0.000;0.000;0.000;series.py:4818(_reindex_indexer)
2;0.000;0.000;0.000;0.000;series.py:4843(align)
1;0.000;0.000;0.000;0.000;series.py:5287(fillna)
1;0.000;0.000;0.000;0.000;series.py:5707(isna)
5;0.000;0.000;0.000;0.000;series.py:743(array)
3;0.000;0.000;0.000;0.000;series.py:947(_ixs)
3;0.000;0.000;0.000;0.000;shape_base.py:19(_atleast_1d_dispatcher)
8;0.000;0.000;0.000;0.000;shape_base.py:207(_arrays_for_stack_dispatcher)
8;0.000;0.000;0.000;0.000;shape_base.py:218(_vhstack_dispatcher)
3;0.000;0.000;0.000;0.000;shape_base.py:23(atleast_1d)
8;0.000;0.000;0.000;0.000;shape_base.py:77(_atleast_2d_dispatcher)
8;0.000;0.000;0.000;0.000;shape_base.py:81(atleast_2d)
4;0.000;0.000;0.000;0.000;socket.py:543(send)
1;0.000;0.000;0.000;0.000;sorting.py:639(get_group_index_sorter)
2;0.000;0.000;0.000;0.000;stride_tricks.py:416(_broadcast_shape)
2;0.000;0.000;0.000;0.000;stride_tricks.py:476(_broadcast_arrays_dispatcher)
2;0.000;0.000;0.000;0.000;stride_tricks.py:480(broadcast_arrays)
2;0.000;0.000;0.000;0.000;stride_tricks.py:538(<listcomp>)
9;0.000;0.000;0.000;0.000;stride_tricks.py:542(<genexpr>)
2;0.000;0.000;0.000;0.000;string_.py:118(construct_from_string)
70;0.000;0.000;0.000;0.000;take.py:326(_get_take_nd_function)
4;0.000;0.000;0.000;0.000;threading.py:1118(_wait_for_tstate_lock)
4;0.000;0.000;0.000;0.000;threading.py:1185(is_alive)
4;0.000;0.000;0.000;0.000;threading.py:568(is_set)
9;0.000;0.000;0.000;0.000;timedeltas.py:1008(_validate_td64_dtype)
3;0.000;0.000;0.000;0.000;timedeltas.py:118(__new__)
14;0.000;0.000;0.000;0.000;timedeltas.py:118(_scalar_type)
2;0.000;0.000;0.000;0.000;timedeltas.py:140(_box_func)
988;0.000;0.000;0.000;0.000;timedeltas.py:146(dtype)
1;0.000;0.000;0.000;0.000;timedeltas.py:171(_validate_dtype)
8;0.000;0.000;0.000;0.000;timedeltas.py:179(_simple_new)
4;0.000;0.000;0.000;0.000;timedeltas.py:193(_from_sequence)
3;0.000;0.000;0.000;0.000;timedeltas.py:205(_from_sequence_not_strict)
7;0.000;0.000;0.000;0.000;timedeltas.py:279(_unbox_scalar)
7;0.000;0.000;0.000;0.000;timedeltas.py:288(_check_compatible_with)
3;0.000;0.000;0.000;0.000;timedeltas.py:714(total_seconds)
7;0.000;0.000;0.000;0.000;timedeltas.py:845(sequence_to_td64ns)
3;0.000;0.000;0.000;0.000;typing.py:1297(__instancecheck__)
3;0.000;0.000;0.000;0.000;typing.py:1572(__subclasscheck__)
14;0.000;0.000;0.000;0.000;utils.py:191(validate_indices)
1;0.000;0.000;0.000;0.000;utils.py:355(unpack_1tuple)
40;0.000;0.000;0.000;0.000;warnings.py:165(simplefilter)
86;0.000;0.000;0.000;0.000;warnings.py:181(_add_filter)
86;0.000;0.000;0.000;0.000;warnings.py:440(__init__)
86;0.000;0.000;0.000;0.000;warnings.py:466(__enter__)
86;0.000;0.000;0.000;0.000;warnings.py:487(__exit__)
69;0.000;0.000;0.000;0.000;{built-in method _abc._abc_instancecheck}
2;0.000;0.000;0.000;0.000;{built-in method _abc._abc_subclasscheck}
1;0.000;0.000;0.000;0.000;{built-in method _codecs.lookup_error}
1;0.000;0.000;0.000;0.000;{built-in method _codecs.lookup}
2;0.000;0.000;0.000;0.000;{built-in method _from_value_and_reso}
2;0.000;0.000;0.000;0.000;{built-in method _locale.setlocale}
11;0.000;0.000;0.000;0.000;{built-in method _operator.and_}
6;0.000;0.000;0.000;0.000;{built-in method _operator.eq}
3;0.000;0.000;0.000;0.000;{built-in method _operator.ge}
1;0.000;0.000;0.000;0.000;{built-in method _operator.inv}
3;0.000;0.000;0.000;0.000;{built-in method _operator.le}
1;0.000;0.000;0.000;0.000;{built-in method _operator.mul}
2;0.000;0.000;0.000;0.000;{built-in method _operator.or_}
1;0.000;0.000;0.000;0.000;{built-in method _operator.truediv}
258;0.000;0.000;0.000;0.000;{built-in method _warnings._filters_mutated}
12;0.000;0.000;0.000;0.000;{built-in method builtins.id}
1;0.000;0.000;0.000;0.000;{built-in method builtins.locals}
56;0.000;0.000;0.000;0.000;{built-in method builtins.next}
1;0.000;0.000;0.000;0.000;{built-in method builtins.ord}
38;0.000;0.000;0.000;0.000;{built-in method builtins.setattr}
1;0.000;0.000;0.000;0.000;{built-in method gc.get_referents}
10;0.000;0.000;0.000;0.000;{built-in method numpy.datetime_data}
10;0.000;0.000;0.000;0.000;{built-in method numpy.zeros}
1;0.000;0.000;0.000;0.000;{built-in method pandas._libs.lib.is_bool_array}
3;0.000;0.000;0.000;0.000;{built-in method pandas._libs.lib.is_datetime_array}
6;0.000;0.000;0.000;0.000;{built-in method pandas._libs.missing.is_matching_na}
3;0.000;0.000;0.000;0.000;{built-in method pandas._libs.tslibs.dtypes.periods_per_second}
5;0.000;0.000;0.000;0.000;{built-in method pandas._libs.tslibs.offsets.to_offset}
4;0.000;0.000;0.000;0.000;{built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
3;0.000;0.000;0.000;0.000;{built-in method posix.fspath}
18;0.000;0.000;0.000;0.000;{built-in method posix.getpid}
1;0.000;0.000;0.000;0.000;{built-in method strptime}
1;0.000;0.000;0.000;0.000;{built-in method sys.getfilesystemencoding}
11;0.000;0.000;0.000;0.000;{built-in method sys.intern}
6;0.000;0.000;0.000;0.000;{built-in method time.time}
4;0.000;0.000;0.000;0.000;{function FrozenList.__getitem__ at 0x112666ac0}
18;0.000;0.000;0.000;0.000;{method '__exit__' of '_thread.RLock' objects}
